#{"t_start": 1763562762.375329, "env_id": "None"}
r,l,t
-127.81877,500,898.235302
-28.512033,500,898.235309
-70.023384,500,912.365013
-49.26064,500,912.365068
5.256177,500,912.365081
-7.014272,500,912.36509
-25.724047,500,912.365098
-33.197067,500,912.365106
-1.3277721,500,913.619655
-21.676332,500,913.619706
-54.801476,500,913.619723
-121.31261,500,913.619732
-25.040031,500,913.619739
5.135388,500,913.61975
-78.11444,500,927.982186
-52.18747,500,927.982239
-55.472843,500,927.982256
-17.350721,500,927.982264
-214.292,500,927.982272
-26.872112,500,927.982279
-1.8714706,500,929.247572
-97.72256,500,929.247628
-26.97478,500,929.247644
-5.610571,500,929.247652
-6.4439635,500,929.24766
-108.098434,500,929.247667
-14.362256,500,930.498057
-94.72613,500,930.498108
-11.929221,500,930.49812
-123.43986,500,930.498145
-37.257797,500,930.498153
-41.83005,500,930.49816
-226.36305,500,945.221702
-50.766876,500,945.221758
-179.5036,500,945.221771
-113.4441,500,945.22178
-253.48152,500,945.221787
-86.972694,500,945.221794
-41.853172,500,946.474109
-3.5673566,500,946.474159
-14.467835,500,946.474171
-27.856354,500,946.474179
-2.8655367,500,946.474186
-47.579285,500,946.474193
-81.90964,500,960.918119
-300.41058,500,960.918175
-49.35011,500,960.918188
-154.74503,500,960.918197
-63.69785,500,960.918205
-299.0256,500,960.918212
-166.31093,500,962.174053
-9.695249,500,962.174105
-220.50658,500,962.174119
-1.3959754,500,962.174128
-635.4655,500,962.174136
-164.71239,500,962.174143
-65.409615,500,977.617926
-72.568665,500,977.618164
-69.606575,500,977.618225
-45.969936,500,977.618238
-42.947437,500,977.61828
4.1569657,500,977.618291
-100.893326,500,979.327172
-4.7148232,500,979.327218
-93.426834,500,979.32723
-48.870354,500,979.327238
-31.906082,500,979.327246
-116.66893,500,979.327252
-3.3352363,500,993.469921
-204.54564,500,993.469972
-39.91986,500,993.469985
-105.364006,500,993.469994
-183.0369,500,993.470002
-104.165436,500,993.470009
-196.84027,500,994.729919
-146.25705,500,994.729974
-102.7142,500,994.729987
-28.343445,500,994.729995
-72.80984,500,994.730003
-44.584393,500,994.73001
-2.945804,500,1008.336934
-26.911629,500,1008.336991
-107.55225,500,1008.337004
-35.74209,500,1008.337017
-91.66362,500,1008.337025
-184.79524,500,1008.337032
-55.29601,500,1009.58141
-49.415157,500,1009.581458
-31.824512,500,1009.581474
-21.469894,500,1009.581483
-22.720499,500,1009.58149
-67.92592,500,1009.581497
-309.92197,500,1022.775971
-23.200178,500,1022.776027
-0.78563523,500,1022.776039
-55.817947,500,1022.776051
-185.79968,500,1022.776059
-80.74351,500,1022.776066
-23.668217,500,1024.028789
-161.76825,500,1024.028843
-89.222984,500,1024.028856
-27.366768,500,1024.028865
-87.87437,500,1024.028873
-70.94602,500,1024.02888
-136.54604,500,1037.878154
-75.31168,500,1037.87821
-33.116146,500,1037.878224
9.13649,500,1037.878232
-5.9577236,500,1037.87824
7.6437507,500,1037.878247
-154.22058,500,1039.124407
-22.256918,500,1039.124457
-63.36326,500,1039.124469
-144.67833,500,1039.124478
-28.629734,500,1039.124485
-81.385635,500,1039.124492
-35.820248,500,1051.873555
-25.45189,500,1051.873608
3.4296134,500,1051.873621
-97.67914,500,1051.873629
-4.0285254,500,1051.873637
-40.343437,500,1051.873644
-262.30542,500,1053.13367
-226.31796,500,1053.133719
-120.29205,500,1053.133736
-42.3257,500,1053.133744
-34.18175,500,1053.133751
-138.10866,500,1053.133758
-54.281654,500,1066.232385
-97.17021,500,1066.232447
-89.13919,500,1066.232463
-241.74983,500,1066.232471
-7.865281,500,1066.232478
-84.5465,500,1066.232485
-27.22374,500,1067.491078
-60.48868,500,1067.491128
-178.38498,500,1067.491141
-27.042229,500,1067.491149
-80.331696,500,1067.491156
-181.14287,500,1067.491163
-80.79083,500,1080.731697
-130.68364,500,1080.731749
34.226665,500,1080.731762
-99.43015,500,1080.731771
-141.64423,500,1080.731778
-336.12076,500,1080.731785
-44.872486,500,1081.996771
-294.9635,500,1081.996829
-49.35098,500,1081.996844
-138.01172,500,1081.996853
-170.01215,500,1081.99686
-92.80819,500,1081.996867
-391.62616,500,1093.803552
-119.4059,500,1093.803604
-64.41906,500,1093.803621
-79.01033,500,1093.80363
-78.04135,500,1093.803637
-130.02344,500,1093.803645
22.8412,500,1095.055014
-69.33188,500,1095.055058
-82.99152,500,1095.055074
14.130638,500,1095.055082
-56.845306,500,1095.05509
-63.796635,500,1095.055097
-305.55725,500,1108.386941
-15.537554,500,1108.386991
-78.75334,500,1108.387008
-53.532417,500,1108.387017
-37.704235,500,1108.387024
-99.99777,500,1108.387031
-296.95178,500,1109.653823
-141.08342,500,1109.653872
-45.09529,500,1109.653885
-170.86946,500,1109.653893
-146.76904,500,1109.653901
-19.947544,500,1109.653908
-28.648384,500,1122.969313
-58.5021,500,1122.969371
-152.58394,500,1122.969385
-202.20737,500,1122.969393
-42.618748,500,1122.969409
-39.583122,500,1122.969415
-53.334133,500,1124.224657
-63.719616,500,1124.224703
-113.31642,500,1124.224717
-83.70417,500,1124.224724
-47.81247,500,1124.224731
-21.710857,500,1124.224737
-8.494505,500,1137.256388
-21.172108,500,1137.256435
-48.111835,500,1137.256446
-16.850447,500,1137.256454
-314.73108,500,1137.25646
-175.37498,500,1137.256467
-29.605612,500,1138.527185
2.611316,500,1138.527231
-79.069664,500,1138.527243
-88.485916,500,1138.527255
-61.076824,500,1138.527262
-74.643814,500,1138.527268
-218.0723,500,1151.644544
-204.04793,500,1151.644601
-27.498753,500,1151.644614
-140.66054,500,1151.644623
-71.09795,500,1151.64463
-70.33985,500,1151.644638
-297.70627,500,1152.938555
-70.71969,500,1152.938605
-33.656746,500,1152.938618
-62.276806,500,1152.938626
-57.553722,500,1152.938634
-264.63617,500,1152.93864
-125.30216,500,1166.6732
-53.52428,500,1166.673257
-56.096992,500,1166.673271
-327.99817,500,1166.67328
10.586811,500,1166.673288
-48.137623,500,1166.673295
-29.204414,500,1167.946204
-131.78967,500,1167.946259
-2.3417122,500,1167.946272
-78.74224,500,1167.94628
-123.50246,500,1167.946288
-122.0718,500,1167.946295
-176.91606,500,1181.428079
-89.60513,500,1181.428135
6.465202,500,1181.42815
-37.22016,500,1181.428159
-85.875626,500,1181.428166
-93.61946,500,1181.428174
-126.53686,500,1182.755849
-221.77307,500,1182.755905
-263.49524,500,1182.755918
-103.56474,500,1182.755927
-19.662848,500,1182.755934
