#{"t_start": 1763179029.037796, "env_id": "None"}
r,l,t
-852.8222,500,593.441563
-460.71158,500,593.441585
-265.94156,500,593.441596
-514.9005,500,593.441605
-372.11438,500,593.441614
-1015.2886,500,599.384196
-290.90768,500,599.384255
-1290.5952,500,599.384273
-327.09262,500,599.384283
-2183.0251,500,599.384292
-1530.8654,500,599.384301
-524.5434,500,605.441837
-283.8404,500,605.442546
-428.08142,500,605.442573
-285.65613,500,605.442586
-317.8621,500,605.442596
-861.61285,500,605.442605
-727.9484,500,611.350879
-793.0592,500,611.350935
-213.47319,500,611.350951
-254.14932,500,611.350961
-1389.0626,500,611.350971
-462.86172,500,611.35098
-1338.0399,500,617.405491
-610.50165,500,617.405551
-629.3332,500,617.405566
-437.77563,500,617.405577
-231.52866,500,617.405587
-292.57083,500,617.405596
-228.68954,500,623.265289
-396.1759,500,623.265644
-726.1333,500,623.265671
-357.07803,500,623.265684
-1321.0903,500,623.265697
-614.87805,500,623.265707
-2912.286,500,629.450201
-552.02374,500,629.450258
-387.30157,500,629.450273
-466.81763,500,629.450284
-1151.0327,500,629.450293
-272.2322,500,629.450302
-292.66122,500,635.648219
-552.49335,500,635.648573
-261.60025,500,635.648601
-246.33221,500,635.648614
-270.4441,500,635.648625
-508.03098,500,635.648634
-2723.5522,500,641.956546
-679.5729,500,641.956608
-182.06909,500,641.956623
-341.00174,500,641.956634
-1533.0085,500,641.956643
-1115.3774,500,641.956652
-3532.493,500,647.953615
-221.64764,500,647.953673
-400.23535,500,647.953688
-248.55243,500,647.953698
-1159.5695,500,647.953708
-682.082,500,647.953716
-681.46936,500,654.053378
-515.1267,500,654.053434
-1629.0531,500,654.053449
-884.1348,500,654.05346
-327.94333,500,654.053469
-400.28226,500,654.053478
-287.57202,500,660.696854
-791.9673,500,660.696913
-1138.1217,500,660.696942
-449.16992,500,660.696953
-846.6078,500,660.696962
-643.4284,500,660.696971
-545.17975,500,667.04012
-318.10193,500,667.040176
-1280.0326,500,667.040191
-273.17932,500,667.040201
-363.1405,500,667.040209
-303.20132,500,667.040218
-608.406,500,673.177928
-330.42822,500,673.177988
-875.7416,500,673.178006
