#{"t_start": 1762358729.7267962, "env_id": "None"}
r,l,t
-241.55708,501,166.940301
-62.248882,501,166.940311
-217.99661,501,167.86606
-196.61983,501,167.866112
-201.15556,501,167.866131
-401.81747,501,167.86614
-693.88464,501,168.700576
-262.18176,501,168.700617
-152.55339,501,168.700632
-171.13052,501,168.700642
-44.447685,501,169.626563
-114.43995,501,169.626621
-73.30878,501,169.626635
-216.81729,501,169.626645
-354.0975,501,170.468955
-274.89633,501,170.468992
-224.29985,501,170.469003
-114.18193,501,170.469012
-190.59375,501,171.401443
-231.15413,501,171.401488
-64.03774,501,171.4015
-232.86743,501,171.401508
-123.817055,501,172.254179
-34.592342,501,172.254226
-287.04697,501,172.254241
-188.92792,501,172.25425
-33.001587,501,173.192717
-134.47449,501,173.192767
-95.64716,501,173.19278
-208.52519,501,173.192789
-156.04155,501,174.039496
-120.75155,501,174.03954
-97.11641,501,174.039552
-111.03725,501,174.039561
-225.13768,501,174.979898
-137.45612,501,174.979947
-89.22009,501,174.97996
-39.454754,501,174.979972
-190.81003,501,175.823905
-84.611755,501,175.823945
-64.17005,501,175.823959
-4.834772,501,175.823968
-62.32539,501,176.773798
-34.203953,501,176.773845
-32.840454,501,176.773861
-74.45869,501,176.773869
-36.55282,501,177.63916
-79.35263,501,177.639215
-106.547516,501,177.63923
-4.29705,501,177.639241
43.81936,501,178.593301
-182.29453,501,178.593353
-191.83717,501,178.593367
-64.42957,501,178.593377
-1.9889338,501,179.456763
7.2576823,501,179.456804
-0.9943027,501,179.45682
-51.283318,501,179.45683
-262.79178,501,180.414182
-2.0678484,501,180.414238
-3.3921275,501,180.414252
-92.41194,501,180.414262
-42.780357,501,181.285109
-108.66102,501,181.285147
22.13785,501,181.285159
-17.330072,501,181.285169
-12.709976,501,182.256332
-61.109226,501,182.256386
-85.80484,501,182.256402
30.563171,501,182.256416
-133.53027,501,183.124729
3.8195472,501,183.124778
-80.9238,501,183.124792
27.7217,501,183.124805
-11.250561,501,184.0918
-42.389336,501,184.091846
-10.391229,501,184.09186
39.21743,501,184.091871
-97.28713,501,184.96881
-34.748226,501,184.968857
-72.509544,501,184.968871
-130.79623,501,184.968881
41.85049,501,185.936173
13.230518,501,185.936224
-47.87621,501,185.936237
-105.05385,501,185.93625
-101.32041,501,186.859647
-2.543738,501,186.85968
-184.23158,501,186.859692
-27.731762,501,186.859702
26.360266,501,187.864532
4.396289,501,187.864588
-1.6765608,501,187.864601
20.56742,501,187.864611
56.98074,501,188.742787
85.10775,501,188.742828
-157.01378,501,188.742842
-15.991735,501,188.742852
32.942993,501,189.716331
-46.82847,501,189.716385
47.59314,501,189.716398
94.62188,501,189.716408
107.01427,501,190.596693
3.4760487,501,190.596737
-18.727379,501,190.596752
56.151382,501,190.596763
123.27308,501,191.587402
54.36784,501,191.587457
14.868289,501,191.587471
39.18642,501,191.587481
71.2003,501,192.49004
-15.970841,501,192.490095
40.236446,501,192.490109
101.707115,501,192.490119
61.228146,501,193.495219
8.5578375,501,193.495281
35.731247,501,193.495301
32.29521,501,193.495312
-26.253195,501,194.392085
9.334815,501,194.392143
-23.424746,501,194.392157
-28.932367,501,194.392167
81.28181,501,195.403153
20.398165,501,195.403213
54.773415,501,195.40323
53.52755,501,195.403241
125.81805,501,196.315245
71.59794,501,196.315306
78.453476,501,196.315321
47.72066,501,196.315332
101.06946,501,197.45492
-4.1412153,501,197.454981
52.550358,501,197.454998
67.056854,501,197.455008
59.08531,501,198.400023
87.517815,501,198.40008
108.84962,501,198.400098
96.11742,501,198.400114
75.78828,501,199.418282
-55.364082,501,199.41834
97.37223,501,199.418355
48.188885,501,199.418365
75.78339,501,200.318472
32.29668,501,200.318526
26.793428,501,200.318541
99.58191,501,200.318552
31.952969,501,201.338454
76.52933,501,201.338505
112.86347,501,201.338521
141.53015,501,201.338531
118.58496,501,202.243384
116.613266,501,202.243445
64.942955,501,202.24346
107.23006,501,202.24347
102.159485,501,203.165328
143.07019,501,203.165388
86.2847,501,203.165408
28.640066,501,203.165418
55.585594,501,204.171299
62.02285,501,204.17136
148.706,501,204.171375
63.750114,501,204.171385
34.71063,501,205.088787
112.033066,501,205.088849
61.127625,501,205.088868
-100.9574,501,205.08888
89.38645,501,206.100265
